,hydrophobic_sasa,salt_bridges,packing_density,contact_order,ddG
29,17.735453,30,9.012195121951219,0.024480292271277144,1.447447280799114
30,24.917574,49,9.726235741444867,0.05674918388090846,1.2177777777777778
31,11.483336,14,9.707692307692307,0.04674883127921802,0.6729305912596402
32,11.922426,13,9.553846153846154,0.04864808216306854,0.6729305912596402
33,33.528152,43,8.598765432098766,0.021472105016408814,1.5705907172995788
34,35.201916,52,9.543859649122806,0.030114969964594025,0.15470588235294122
35,11.425847,31,10.883720930232558,0.0755813953488372,1.6434408602150543
36,58.52047,76,10.148936170212766,0.02629108571805955,3.3249999999999997
37,103.66472,100,10.06418918918919,0.017595641549873833,0.1999999999999998
38,10.410694,5,8.482758620689655,0.1255271644753163,2.3729729729729727
39,8.675355,13,8.903225806451612,0.08150470219435738,2.2204347826086965
40,69.84103,57,9.29520295202952,0.02415628450763035,3.4538461538461536
41,11.028414,13,9.880597014925373,0.0568920105355575,-1.225
42,22.821182,19,10.5625,0.05762296597633136,-0.7047619047619046
43,17.5168,11,10.283636363636363,0.07085015824511623,-0.7116666666666666
44,15.905357,18,9.221374045801527,0.07591178965224767,1.3699999999999999
45,12.409029,7,9.524324324324324,0.18831807013625196,-2.15
46,7.4288855,13,8.935483870967742,0.0703028810637774,0.4
47,9.33908,14,8.857142857142858,0.07903651814423518,-0.1333333333333333
48,22.12414,16,9.209302325581396,0.05828643749858747,0.46666666666666673
49,37.050102,46,9.762626262626263,0.022563639901643406,-2.8049999999999837
50,17.990948,7,8.635416666666666,0.06372484110169492,0.332240437158469
51,15.529357,24,8.881578947368421,0.10978081627044112,1.9274137931034474
52,54.91443,86,9.23076923076923,0.04491418620104947,1.7604819277108281
53,22.1451,51,10.167300380228136,0.06060042894957582,1.2177777777777778
54,9.033706,3,8.622222222222222,0.09772998805256869,-0.4660000000000003
55,18.035345,15,8.935064935064934,0.11549045269975503,1.078925925925926
56,5.1511865,19,8.507936507936508,0.07410911384421318,1.0399999999999994
57,10.288033,21,9.761904761904763,0.0533359497645212,0.47042402826855123
58,11.070857,19,10.134615384615385,0.07866821790309333,2.15
59,26.830465,26,8.353846153846154,0.027229693383539536,0.3525
60,19.512785,24,9.109375,0.052928545321637425,0.9451612903225808
61,21.74913,22,9.821138211382113,0.06443745082612116,1.4
62,18.069784,7,9.822916666666666,0.06497535842293907,0.332240437158469
63,6.4663553,6,9.433962264150944,0.11811023622047245,-0.5599999999999994
64,15.341782,33,9.018867924528301,0.060810392824002475,0.9881553398058244
65,21.593964,8,7.767441860465116,0.11250299688324142,1.6858921161825575
66,7.5156345,13,8.68421052631579,0.1286628733997155,1.5073684210526315
67,8.851759,13,11.146067415730338,0.08491789109766637,0.2491803278688524
68,28.081066,19,10.102564102564102,0.03346878346878347,-0.588
69,22.115112,41,9.591623036649215,0.027573511218440403,-0.5479069767441862
70,9.164325,17,9.795918367346939,0.17444305966661475,1.7870967741935486
71,63.85521,29,10.880184331797235,0.016036648987044603,-0.7649999999999999
72,10.732118,7,9.098901098901099,0.16098647895882917,1.5681308411214951
73,15.107708,14,8.75,0.1373615506329114,1.2766451612903307
74,8.222966,12,10.03225806451613,0.08354642014162077,2.2204347826086965
75,11.192938,22,9.702380952380953,0.05378904249871992,0.47042402826855123
76,13.481317,14,4.112903225806452,0.06889051808406647,1.8200000000000005
77,27.103352,18,9.625,0.07654961953075459,0.999
78,7.142759,20,10.63768115942029,0.05556847244826784,0.849295774647887
79,77.12256,118,8.969072164948454,0.03321185030068729,1.7604819277108403
80,14.095531,7,7.214285714285714,0.05676020408163265,0.24999999999999983
81,50.0825,96,8.485294117647058,0.07498877413560845,0.17500000000000074
82,7.273611,26,8.818181818181818,0.06629994209612043,1.0399999999999998
83,45.807022,103,9.995327102803738,0.028797286234204147,0.9800000000000001
84,26.621723,26,8.657407407407407,0.0474453166935051,-2.38
85,37.699936,70,8.995798319327731,0.017652325554177103,2.728333333333333
86,18.314348,24,8.890995260663507,0.06370942060206432,-0.6
87,23.167213,19,7.750741839762611,0.06853547980092993,0.999
88,20.203365,64,9.571428571428571,0.06506769374416434,1.760481927710849
89,38.970528,93,9.943548387096774,0.03253260123541524,-0.3125000000000001
90,16.327662,29,9.46808510638298,0.050584206481238264,0.15470588235294122
91,35.972816,96,9.818181818181818,0.02418961509870601,1.5999999999999985
92,11.398945,6,7.940298507462686,0.16213574982231696,0.24022988505747112
93,35.17276,58,9.376344086021506,0.07111687082466625,-0.5970103092783505
94,10.022039,18,9.121495327102803,0.1581335500474062,1.6658241758241736
95,10.298357,22,9.845238095238095,0.053253968253968255,0.47042402826855123
96,16.051083,12,11.414634146341463,0.03383162863886704,0.85875
97,16.568214,30,9.573643410852712,0.09287025703794369,2.171052631578948
98,18.140324,25,8.596273291925465,0.09666240841078953,5.204999999999998
99,20.795525,25,8.75,0.10489473684210526,5.205
100,21.330807,32,9.074285714285715,0.09701473414477899,1.7333333333333334
101,22.204784,52,10.200527704485488,0.04313647225922835,-0.70375
102,28.457924,21,9.533596837944664,0.05676621079999335,-4.387499999999999
103,41.377502,85,7.266159695817491,0.037088748425904414,1.3794318181818186
104,10.940026,27,9.264705882352942,0.07222265564050555,1.9018793753365597
105,9.530273,13,8.87037037037037,0.0830173176589559,-0.22356687898089245
